area_sqft,floors,rooms,hvac,solar,solar_kw,total
2287.1,2,8,False,False,0,19558688
2930.7,1,8,False,False,0,12591936
1031.8,2,5,False,False,0,9882902
2550.9,1,10,False,False,0,11615884
3658.0,1,10,False,False,0,15429531
1607.6,1,5,False,False,0,7529974
1062.6,1,3,False,False,0,5029889
1332.6,2,5,False,False,0,11989147
4013.3,2,11,False,False,0,31808582
1649.3,2,6,False,False,0,13679854
1471.0,2,3,True,False,0,12903176
1480.6,1,3,True,False,0,6771254
2353.4,1,8,False,False,0,10611888
1687.9,2,7,True,True,4,15808664
1940.4,1,8,False,True,3,9427129
1840.6,2,8,False,False,0,16270735
1392.1,1,5,False,False,0,6672624
2532.1,1,6,False,True,10,12166862
896.1,2,2,True,True,9,8879121
1291.1,2,2,False,False,0,10449031
1950.5,2,5,False,False,0,16691835
4037.3,2,13,False,False,0,33270764
2537.4,2,8,True,False,0,21892449
3630.6,1,12,False,False,0,14742194
2463.5,2,9,False,False,0,20797512
2560.8,1,7,False,False,0,10790969
1035.3,1,5,False,False,0,5101738
2183.7,2,9,False,False,0,20037999
1445.9,1,5,True,False,0,7142174
1523.9,1,8,False,False,0,7730216
1471.6,1,2,False,False,0,6300101
1186.5,1,4,False,False,0,5163028
2103.5,1,4,True,False,0,9469057
1499.3,1,6,False,False,0,7102820
1456.3,1,4,False,True,7,7408047
4091.1,2,15,False,False,0,32094242
1803.9,2,7,True,False,0,16286722
1018.8,1,2,False,False,0,4794198
2224.2,1,8,False,False,0,9942908
1140.9,1,2,True,True,4,6034043
3587.5,1,11,False,False,0,14746848
1299.2,2,4,True,False,0,11335725
3815.0,1,14,False,False,0,16853257
1835.5,1,6,False,False,0,8304295
1772.4,1,5,False,False,0,7817039
1036.7,1,4,True,False,0,4970540
1705.2,1,5,False,False,0,8032465
1743.1,1,4,True,True,4,8970624
3227.4,1,12,True,False,0,15105847
1099.3,1,3,False,False,0,4997714
3572.7,1,12,False,False,0,15943658
1359.3,1,4,False,False,0,5959662
1388.3,2,4,False,False,0,12251914
880.4,2,2,True,False,0,7562267
1663.8,1,4,False,False,0,7342066
800,1,2,False,False,0,3460806
1086.4,2,7,False,True,8,10738073
1129.6,1,6,True,True,6,6681602
2551.4,2,9,False,False,0,21485363
1628.3,1,4,False,False,0,7630901
1326.3,1,3,False,False,0,5973702
2368.2,2,7,False,False,0,20092924
1200.4,3,5,False,True,10,17008771
2238.7,1,5,False,False,0,9517106
1613.9,1,5,True,False,0,8465692
2358.4,2,3,False,True,5,19434370
2936.0,1,9,True,False,0,13562009
2366.4,3,6,False,True,7,28916253
1469.2,3,4,False,False,0,20232005
2006.8,2,3,False,False,0,17038205
800,2,3,True,False,0,7254103
3136.4,2,9,False,False,0,25870577
1560.7,1,6,False,False,0,7531591
893.7,3,2,False,False,0,12342489
1488.0,2,5,False,False,0,12418524
1340.3,1,5,False,False,0,6464929
1780.9,1,6,True,True,3,9127632
1108.7,2,5,False,False,0,9449403
1353.8,1,4,False,False,0,6185702
1235.8,1,2,False,False,0,5042329
1491.4,1,5,False,False,0,7074873
2267.0,1,10,False,False,0,10587068
1594.2,2,4,False,False,0,15184702
2331.9,1,8,False,True,3,11019303
943.7,1,2,False,False,0,4445721
800,1,3,False,False,0,3525557
2406.7,1,8,False,False,0,11155716
3012.1,1,9,True,False,0,14039171
1668.1,1,6,False,False,0,7403914
2165.3,2,7,False,False,0,19173165
886.8,1,4,False,False,0,4408844
2129.2,2,7,False,False,0,18378496
1696.4,1,6,True,True,7,8586729
1675.2,1,3,False,False,0,6379282
800,3,3,False,True,7,11462027
1688.0,2,5,True,True,7,16482202
1516.6,1,5,False,False,0,7548104
4186.8,2,13,False,True,10,33487442
1595.0,1,3,False,False,0,7009583
1937.1,1,4,True,False,0,8502373
1487.0,2,3,False,False,0,12661351
3130.5,1,10,True,False,0,15358066
4467.5,2,15,False,False,0,36533540
954.3,1,3,False,False,0,4521090
2183.3,1,8,False,True,3,11524061
4267.6,2,13,False,False,0,34792510
2197.9,2,6,False,False,0,17270267
2168.8,1,4,False,False,0,8856667
3873.5,1,12,False,False,0,17004904
2243.7,1,8,False,False,0,10638818
1679.6,1,8,False,False,0,8350336
800,1,2,False,True,4,4467007
2996.0,2,10,True,False,0,25294072
1706.9,1,5,False,False,0,6876022
1687.7,1,5,False,False,0,7702040
2293.3,3,7,True,False,0,27172079
2236.1,2,6,True,False,0,20469327
1105.7,2,4,False,False,0,9677337
1519.6,1,2,False,False,0,6210605
3705.1,1,11,False,False,0,15458517
1424.0,2,5,False,False,0,13346257
1278.9,1,4,True,False,0,6233929
1194.6,1,4,True,False,0,5852529
1265.6,2,5,False,False,0,11044837
1491.9,1,6,False,True,3,7729796
1945.2,1,4,False,False,0,8920168
1126.9,1,3,False,False,0,4974177
1667.5,1,7,False,False,0,7542313
2177.1,2,5,False,False,0,18622456
1819.9,1,6,False,False,0,8921890
2695.9,2,9,True,True,6,25723059
1800.5,1,5,True,False,0,9026941
800,1,2,False,False,0,3811533
2342.7,1,8,False,False,0,9642366
1089.9,1,2,False,False,0,4826760
1103.4,3,4,False,False,0,14869042
1264.6,1,4,False,True,8,6519286
2659.6,2,7,False,True,10,22780862
2672.0,2,8,True,False,0,24109816
1519.6,2,5,False,True,4,13946747
2468.2,2,6,False,True,9,22315128
1978.0,2,6,True,False,0,18497397
967.5,1,2,False,False,0,4549036
1264.5,1,2,False,False,0,5480913
4024.2,1,13,False,False,0,14972440
1173.0,1,2,True,False,0,5437302
3167.0,2,8,False,True,9,27211312
2732.4,1,6,True,False,0,13191689
800,1,2,True,False,0,3882112
869.8,2,3,False,False,0,7483576
3120.0,1,10,False,False,0,13393255
2340.8,1,6,False,False,0,10054274
3071.2,1,9,False,True,3,13831390
1738.3,1,2,True,True,8,8530650
1462.9,1,2,False,True,4,7078269
2015.3,1,8,False,False,0,9185863
2014.4,3,5,False,True,4,26854162
1757.5,1,8,True,False,0,8680864
2115.1,1,6,False,False,0,9514099
1229.1,2,4,False,False,0,11812845
1032.8,1,3,False,False,0,4638534
2547.0,1,9,False,True,7,11952716
1099.4,1,4,False,True,10,5882697
1606.2,1,4,False,False,0,7114514
4248.3,1,13,False,True,10,16853972
1805.0,2,7,False,False,0,15470560
2002.7,2,4,False,False,0,17069137
800,1,2,False,False,0,3583221
1298.4,1,4,False,True,10,7425020
905.9,1,4,False,True,5,5141010
4603.0,1,15,False,False,0,19469143
4151.2,2,13,False,False,0,31298141
3079.6,3,10,True,False,0,38951559
2363.7,1,7,False,False,0,10752910
1908.2,2,7,False,False,0,16908920
1013.3,1,2,False,False,0,4229773
1187.2,2,5,False,True,7,11823564
3125.5,2,8,False,False,0,26198138
3466.3,1,11,False,False,0,14503864
1705.1,1,5,False,False,0,7876511
2713.1,1,8,False,True,8,12648065
1352.0,2,5,False,False,0,11153285
1495.2,1,7,False,False,0,7223508
800,1,2,False,False,0,3574673
6000,1,18,False,True,7,24927687
2977.2,1,10,False,False,0,13373141
1262.9,1,3,True,False,0,5845833
1373.8,2,4,False,False,0,11920413
2578.5,1,9,False,False,0,11163263
1691.0,1,9,True,False,0,9001589
2096.5,1,9,False,False,0,9586511
1285.2,1,3,True,False,0,6372469
2324.1,2,9,True,False,0,19781820
2536.7,1,9,False,False,0,11056142
2143.2,1,5,False,False,0,9620775
1402.8,1,4,True,False,0,6399794
1403.4,1,4,False,False,0,6507035
2445.0,1,7,False,False,0,10892032
914.3,2,3,False,False,0,8320769
2069.6,2,4,True,True,9,17183152
1299.5,1,4,False,True,3,6732907
1049.8,1,3,True,True,8,6230362
1893.9,1,4,False,False,0,7968378
1420.1,1,4,False,False,0,6138982
2656.1,1,7,False,False,0,11346217
870.5,1,4,False,False,0,4630851
3113.8,1,11,False,False,0,13204730
1068.7,1,4,False,False,0,4586114
1277.8,2,2,False,True,3,11725035
2157.5,1,6,True,False,0,9551820
1525.5,1,4,True,False,0,6874927
2520.2,1,9,True,False,0,12714003
1412.9,1,4,False,True,9,7049842
1187.8,2,4,False,False,0,10062530
1037.1,1,2,False,False,0,4711177
1720.0,1,4,False,False,0,7591475
4252.9,2,15,True,False,0,34556230
2569.8,1,6,True,True,5,11941728
1201.5,1,6,False,False,0,5803916
1083.3,1,4,False,False,0,4800832
800,2,4,True,False,0,6488780
1599.3,1,7,False,False,0,7606950
1534.8,3,4,False,False,0,18093810
2427.3,3,7,False,False,0,30518172
1991.4,2,5,False,True,5,18652467
1448.2,1,3,True,False,0,7268794
2010.4,1,6,False,False,0,8934289
2010.0,1,8,False,False,0,9501265
1672.6,2,4,False,False,0,14142714
4328.7,1,12,False,True,5,18681132
1939.6,2,7,False,False,0,16846852
1707.9,1,5,False,False,0,6963295
1453.3,1,3,False,False,0,6446188
1306.3,2,5,False,False,0,11238623
3255.6,1,10,True,False,0,14257861
1543.9,2,5,True,True,3,14404826
1540.6,3,6,True,False,0,19185510
1024.8,3,2,True,False,0,13608808
1262.7,1,4,False,True,8,6718726
1585.6,1,5,False,False,0,7750382
1568.2,1,4,True,False,0,7177900
2845.4,1,10,False,False,0,12513263
3966.6,2,16,False,True,4,33458377
1945.3,1,8,False,False,0,9770059
1381.3,2,6,False,False,0,12110403
1791.5,2,5,True,False,0,17439418
1059.1,1,4,False,False,0,4849533
5953.3,1,18,False,True,6,24939745
3120.9,1,9,False,True,10,14655190
1666.0,2,5,False,False,0,14204392
1616.5,2,6,False,False,0,14627480
2265.1,1,7,False,False,0,10590686
4239.7,1,15,False,False,0,17258543
1007.4,1,4,False,False,0,4794168
3242.7,2,9,False,True,10,28319490
3548.4,1,11,False,False,0,14775393
1776.4,1,5,False,True,3,8679100
2417.4,2,7,False,False,0,20554081
1052.5,1,2,False,True,8,5271742
1904.6,1,5,True,False,0,9205626
1141.2,2,2,False,False,0,9639150
1152.2,2,4,False,False,0,9483316
1285.4,2,3,False,False,0,10418437
3853.7,2,9,False,False,0,29582679
1640.2,1,5,False,False,0,7656913
2224.6,1,7,False,False,0,9716981
4287.1,2,16,False,False,0,33874280
1161.5,2,3,False,False,0,10785041
1334.0,1,5,False,True,8,6770213
1508.0,1,6,False,False,0,7080038
2257.4,1,6,True,True,10,11576483
1714.8,1,5,False,False,0,7397871
1630.8,2,3,False,True,7,13696653
3381.4,1,11,True,False,0,15437030
2348.2,2,9,False,False,0,20302903
1653.8,1,6,True,False,0,7809351
2272.8,1,7,False,False,0,9847445
934.4,1,2,True,False,0,4466262
2244.1,2,9,False,False,0,19292506
2507.6,1,8,True,True,9,12003187
3634.3,2,10,False,False,0,27408802
2584.3,1,8,True,True,5,11820300
1884.1,1,6,False,False,0,8780876
1072.7,1,2,False,False,0,4178399
2575.2,2,6,False,True,8,21980637
1231.4,1,5,True,False,0,6189161
2014.7,2,4,False,False,0,17403826
2122.0,1,8,True,True,10,11147757
1338.7,2,7,False,False,0,11649735
4203.1,1,15,False,False,0,16394661
1930.1,1,9,True,True,9,10946158
1619.2,1,3,False,False,0,7009154
2098.0,1,10,False,False,0,9677258
1312.4,1,4,False,False,0,6451235
3939.9,1,11,False,False,0,17607543
4386.9,1,12,False,False,0,18680540
1430.5,1,5,False,False,0,6588029
800,2,2,True,False,0,7574254
2488.8,1,10,False,False,0,11416951
2157.0,1,7,True,False,0,10792805
900.8,1,5,True,False,0,4769917
1705.7,2,7,False,True,6,15924845
1175.6,2,4,False,False,0,10820056
1792.8,2,6,False,False,0,15925463
2218.4,1,5,False,False,0,9928754
3684.5,1,9,True,False,0,15878583
1314.8,1,3,True,False,0,5825821
1567.9,1,3,False,False,0,7122815
2487.8,1,8,False,False,0,10455448
1271.4,1,2,False,False,0,5718389
2875.0,1,8,True,False,0,13155973
1099.7,2,3,False,False,0,9452914
2307.5,1,7,False,False,0,10017243
4437.2,1,16,False,False,0,19429286
1007.1,1,7,False,False,0,5479446
1573.6,1,5,True,False,0,7419894
2456.2,1,9,False,False,0,11338160
2684.6,1,8,False,False,0,12271371
2201.9,2,7,False,False,0,18081143
3024.4,1,10,False,False,0,14427490
2029.7,1,5,False,False,0,8694502
2297.6,1,7,True,False,0,11309393
1136.0,1,5,False,False,0,5431489
2176.9,1,6,False,False,0,9217847
1373.0,3,3,False,True,3,19293480
2919.0,1,11,False,False,0,12995404
1580.5,1,3,False,False,0,6984800
1810.6,1,3,False,True,6,8575265
3361.3,1,12,False,True,3,14415088
1710.4,2,4,False,True,6,16504607
1401.8,1,3,False,True,4,6355686
3157.3,3,10,False,False,0,37428594
1611.3,2,4,False,False,0,13466062
808.7,1,2,True,True,10,5213069
5061.9,3,16,True,True,6,64153555
2485.0,2,7,False,False,0,22349960
2084.4,1,5,False,False,0,9580623
1195.7,1,4,False,False,0,5703121
3087.8,2,12,False,False,0,25134869
1325.3,1,4,False,True,3,6729108
2036.3,1,6,False,False,0,8911662
2860.1,2,11,False,True,10,25507604
1489.0,1,6,False,False,0,6762352
1351.5,1,2,False,False,0,5788987
1059.0,1,2,True,False,0,5029629
2343.1,1,7,False,False,0,10355075
1443.9,1,5,False,False,0,6887868
1910.3,2,6,False,False,0,16033037
1701.6,1,4,False,False,0,7466796
2617.5,1,9,False,False,0,11843141
2520.0,1,11,False,False,0,11117690
2536.8,1,8,False,False,0,11153518
1326.0,1,5,False,True,6,7411517
1318.4,1,4,False,False,0,5582236
1667.1,2,4,False,False,0,13784085
1287.4,1,3,False,True,9,6841725
800,1,3,True,False,0,3854740
1995.7,1,4,True,False,0,8956187
2022.5,1,7,False,False,0,9074575
1357.6,3,3,False,True,7,18724546
1647.0,1,5,False,False,0,7541548
3697.5,1,13,False,False,0,16024865
1882.5,1,6,False,False,0,8698749
1927.5,2,5,False,False,0,16624681
2190.5,2,10,True,False,0,20538169
2197.4,1,7,False,False,0,9284298
1247.2,2,2,False,False,0,10580232
1212.7,1,2,False,False,0,4816343
3009.2,1,11,False,False,0,14192940
808.8,1,5,False,False,0,4052239
1588.4,1,7,False,False,0,7446744
1721.5,1,5,True,False,0,8507204
1473.1,2,5,False,False,0,12197985
3041.4,1,10,False,True,5,15239381
800,2,2,False,False,0,7281497
3318.7,1,10,True,True,7,14856540
2252.1,2,5,False,False,0,19267271
2196.7,1,6,False,False,0,9861888
3018.1,1,9,False,True,8,13997867
945.1,2,3,False,False,0,8461877
4558.4,1,16,False,False,0,18290119
1674.6,1,5,False,False,0,7313428
2222.7,1,8,True,False,0,10839823
2715.6,1,6,False,False,0,11468140
1578.4,2,2,False,True,7,13966256
1760.4,1,9,False,False,0,8877548
1962.9,1,5,False,False,0,7975805
1722.4,1,4,False,True,5,7955229
2585.1,1,6,False,False,0,11011406
2916.6,1,8,False,False,0,12433032
3081.2,1,13,False,False,0,13829264
1370.6,3,5,False,False,0,18076821
2917.1,2,9,False,False,0,25012984
1328.9,1,4,False,False,0,5980790
1304.0,1,7,False,False,0,6477741
1236.1,3,2,False,False,0,15904957
2177.6,1,8,False,False,0,9458252
2021.1,1,9,False,False,0,9430293
1307.7,3,7,True,True,9,17923054
2045.7,2,4,False,False,0,18171973
1482.0,1,3,False,False,0,6389500
2382.3,2,6,True,True,8,22380295
5345.7,2,18,True,False,0,43689966
1932.4,1,5,False,False,0,8998726
972.2,1,2,True,False,0,4580218
1274.7,1,5,False,False,0,5882382
2066.7,3,6,False,True,9,25251666
1880.1,2,10,False,False,0,16683400
919.5,2,2,False,False,0,7801911
800,2,2,False,False,0,6607227
1120.3,1,2,True,True,5,6081081
1927.1,3,6,False,True,3,23230706
2726.7,2,11,True,True,5,25090865
1388.6,2,4,False,False,0,11485799
1644.7,1,6,False,False,0,7290056
1810.7,1,7,True,True,5,10071535
1111.6,2,4,False,False,0,9598285
5677.4,2,17,False,False,0,47803444
2187.6,1,5,False,False,0,9182638
1687.3,1,7,False,False,0,7462398
1520.6,1,4,False,False,0,6735949
2917.1,1,7,False,False,0,12228598
1864.9,2,4,False,False,0,16976136
1761.8,2,7,False,False,0,17003125
2885.5,2,9,False,False,0,23367485
1111.5,1,3,True,False,0,5181081
3504.6,1,10,False,False,0,15618339
4730.5,2,16,False,False,0,36420842
2020.7,1,6,False,False,0,8901316
1749.2,2,3,False,False,0,14851256
3212.0,1,12,False,False,0,13093352
1153.7,2,4,False,False,0,10458345
1271.5,2,6,False,False,0,11501603
1361.4,1,4,True,False,0,6599717
2294.5,1,7,False,True,7,10006728
995.0,1,2,True,False,0,4623829
1898.3,1,7,False,False,0,9321842
1641.2,1,8,False,False,0,8183357
1705.3,1,7,False,False,0,7598344
2206.0,2,5,False,True,9,18771752
1824.6,1,4,False,True,6,8233069
3046.9,3,9,False,False,0,37623549
1689.0,1,6,False,False,0,7839108
2144.9,1,6,True,False,0,9891595
800,1,2,False,False,0,3306867
1414.9,1,4,False,True,9,7283372
974.4,1,3,True,False,0,4919615
1439.2,1,7,False,False,0,6676546
1762.4,2,4,False,False,0,14772804
2094.8,2,6,False,False,0,17337549
1481.9,3,4,False,False,0,17366509
3499.8,1,11,False,False,0,14892162
2531.7,1,7,False,False,0,10953864
2049.6,1,9,False,False,0,8967845
1216.2,1,2,False,True,4,5872988
2411.6,2,7,True,False,0,21210117
1192.2,1,2,False,False,0,5646877
1878.2,2,5,False,False,0,16514400
1042.4,1,2,False,False,0,4508184
3133.7,2,10,False,True,3,26247528
3821.9,1,13,True,False,0,16558311
1077.3,1,3,False,True,9,6056101
3063.6,2,11,False,False,0,25059460
1775.7,1,5,False,True,9,9478247
1713.0,3,3,False,False,0,20614931
1592.0,1,6,False,False,0,7919544
1516.7,1,5,False,False,0,6865093
1260.8,1,3,False,False,0,5454380
1211.1,1,5,True,False,0,6245706
1654.4,2,4,True,False,0,14274697
2229.3,1,4,True,True,9,11640515
2544.4,2,10,False,False,0,21852355
1790.2,1,6,True,False,0,7590741
2969.9,1,9,False,True,9,13943352
2073.1,1,4,False,False,0,8770557
2319.9,3,4,False,False,0,29773069
1231.5,2,4,False,False,0,9824824
5048.0,2,15,False,False,0,41098928
1330.2,2,3,False,False,0,10848157
1677.8,1,6,False,True,3,8282204
2047.5,1,4,False,False,0,8879910
3027.8,1,10,False,False,0,13596778
2552.9,2,6,True,True,8,21608361
1903.0,1,8,False,False,0,8875340
1914.5,1,5,True,False,0,9197831
2573.2,2,7,False,True,8,20746033
2139.4,1,7,False,False,0,9573501
1063.4,1,3,True,True,4,6106784
1854.1,2,7,False,False,0,15817654
1797.3,2,7,False,False,0,15795083
2647.1,1,6,False,True,4,11347133
1344.6,1,3,False,True,5,6530029
1434.1,1,5,False,False,0,6857618
1924.2,2,6,False,False,0,16540722
3413.9,2,11,False,False,0,26584868
2461.3,2,8,True,False,0,21310152
1385.2,1,4,False,False,0,6120922
1391.9,1,8,False,True,7,7971498
1536.8,2,5,False,False,0,13814747
3546.1,1,13,False,False,0,15236053
1134.5,1,2,False,False,0,5007326
3612.8,1,11,False,False,0,15646036
1328.2,1,4,False,False,0,5932061
2756.7,2,8,True,False,0,24141800
2737.0,2,10,False,False,0,23038333
1476.0,1,3,False,False,0,6735214
2913.9,1,10,True,False,0,13723401
1702.8,1,5,False,False,0,6873436
1814.9,2,9,False,True,4,17588841
1503.4,2,4,False,False,0,13291867
1583.5,3,3,False,False,0,19535538
2649.1,3,10,False,False,0,31343810
896.9,1,4,False,True,9,4959464
2284.7,3,7,True,False,0,28475659
2674.9,2,8,False,True,9,24078265
1751.7,1,6,False,True,4,8856989
1702.8,1,3,False,True,6,8154822
1063.9,2,2,True,False,0,9675872
1280.6,1,6,False,False,0,6316502
1030.4,1,3,False,False,0,4934556
1068.5,1,4,False,True,4,5325405
3052.3,3,9,False,False,0,39059078
2826.8,2,9,False,False,0,23630038
2018.4,1,6,False,False,0,9039644
1191.3,1,6,False,False,0,6334467
2618.0,1,12,False,False,0,10739399
3317.1,2,10,False,False,0,26695979
1904.6,1,7,False,False,0,7944820
2629.5,1,6,False,False,0,11059441
5446.4,1,18,True,False,0,23453848
1414.4,2,6,False,False,0,13563478
1660.0,1,5,True,True,3,9176160
2125.0,1,7,False,False,0,9475475
2014.2,1,7,False,False,0,9611812
3951.7,1,12,False,False,0,16665163
800,2,5,False,False,0,7172737
2363.5,1,3,False,False,0,9071595
800,1,2,True,False,0,3764849
1803.9,1,6,False,False,0,8011531
1681.5,1,2,False,True,8,8231274
800,1,2,False,True,8,4449205
2197.3,1,9,False,False,0,10054498
3114.1,1,9,True,False,0,14590722
2535.0,1,9,False,False,0,10855588
1518.3,1,3,True,False,0,7005018
1091.9,1,2,False,True,7,5582608
2861.6,2,7,False,False,0,22588755
1127.0,1,3,False,False,0,4730124
2642.9,1,9,False,False,0,11210920
2190.0,1,5,False,False,0,9390034
2190.5,1,7,False,False,0,9832562
2774.4,2,7,False,False,0,22850266
1654.2,1,6,False,False,0,7505171
2149.1,2,7,False,False,0,18865172
882.4,3,2,False,False,0,11971030
1281.0,1,2,False,True,8,6429372
2601.6,3,7,False,False,0,33947866
2243.8,1,7,False,False,0,10468091
2429.1,2,8,False,True,4,20120275
899.0,2,2,False,False,0,7747453
1908.3,1,3,False,True,7,9273425
1377.7,1,4,False,False,0,6261697
800,2,2,False,False,0,7146403
1225.3,3,5,False,True,5,17765348
1427.7,1,4,False,False,0,6219507
1055.1,1,2,True,False,0,5031450
1110.8,2,3,True,False,0,10357293
1958.3,1,5,True,False,0,8483776
2487.5,1,7,False,False,0,10690658
2039.3,1,9,False,False,0,8495691
1654.7,2,3,False,False,0,14490446
1601.9,1,8,False,False,0,7777743
2856.2,1,11,False,False,0,12342323
1852.4,1,4,True,False,0,9160831
3422.3,1,5,True,False,0,15076528
891.1,1,5,True,True,4,5418110
1738.0,2,6,False,True,8,15057350
1397.2,1,5,False,False,0,6356719
1584.3,1,4,True,False,0,7588748
1197.8,1,4,True,False,0,5879250
1042.4,2,2,True,False,0,9221814
3960.7,1,14,False,False,0,17674869
2855.6,2,8,False,False,0,24324654
1410.1,1,4,True,True,6,7045009
2165.9,2,6,True,False,0,18663997
2029.2,1,3,False,False,0,8703905
1945.9,2,6,False,False,0,16771546
2693.4,2,7,False,True,5,24706254
2140.2,2,6,False,False,0,18542902
800,2,3,False,False,0,7679300
2586.4,1,7,False,False,0,11333642
1266.1,1,3,False,False,0,6077343
967.6,1,3,True,False,0,4682119
1985.5,1,4,False,True,9,8839705
1929.1,2,8,False,False,0,17025765
2016.8,2,8,False,False,0,18136869
800,1,2,False,False,0,3301837
1357.8,1,4,False,False,0,5990289
4725.5,1,15,False,False,0,20492165
3010.7,1,8,False,False,0,13062256
800,2,2,False,False,0,7253302
1076.3,3,5,False,False,0,14969024
3008.2,2,8,True,True,10,26325464
2227.3,1,5,False,False,0,9053117
1766.7,2,6,True,True,8,16067028
1144.3,1,3,False,False,0,5297366
1115.8,1,4,False,False,0,5363750
1502.2,1,7,False,False,0,7055538
3061.9,3,10,False,True,8,37178861
2529.8,3,8,False,False,0,31304706
1080.7,1,4,True,False,0,5030164
850.1,3,2,False,False,0,10522911
1112.2,3,3,False,True,6,15022541
1263.7,2,2,True,False,0,11452717
931.8,1,2,False,False,0,3970155
1450.3,1,3,False,True,4,6984291
1713.6,1,4,False,True,5,8377803
3762.1,2,13,False,False,0,29807201
2563.7,2,6,True,False,0,20935681
1679.8,1,4,False,False,0,7344938
1198.2,1,4,False,False,0,5784122
1392.8,1,4,True,False,0,6570369
1426.1,3,2,True,False,0,19032260
1573.1,1,6,True,False,0,8045035
1049.2,1,3,False,True,9,5913912
3035.0,2,10,False,False,0,24840012
1016.3,1,2,True,False,0,4613724
3581.6,1,12,True,False,0,14800484
2080.7,2,9,False,False,0,17587648
950.0,1,3,True,False,0,5065316
4926.1,2,14,True,False,0,42525747
800,1,3,False,False,0,3679835
2076.4,1,5,False,False,0,9199891
1675.6,2,5,False,True,10,14677947
1561.5,1,6,False,False,0,7627096
902.7,1,5,False,False,0,4504969
1436.8,1,3,False,False,0,6712033
2807.0,1,10,False,True,3,13060962
1848.7,1,6,False,False,0,8049953
1876.8,1,3,False,False,0,8421734
800,1,2,False,False,0,3426027
2375.2,2,8,False,False,0,21637625
1501.2,2,7,False,False,0,12849510
1207.8,1,2,True,True,9,6925990
1965.2,2,6,False,True,3,17976824
3233.7,2,13,False,False,0,26436898
933.2,3,4,False,False,0,12579360
2629.2,3,9,False,False,0,32019187
2069.9,2,8,False,False,0,17058654
2507.4,1,7,True,True,4,12707070
1334.4,2,5,True,False,0,12095067
920.2,1,2,False,False,0,4100255
3190.1,1,9,False,False,0,13221199
800,1,2,False,False,0,3747546
2239.1,2,7,False,True,5,20405983
1003.1,1,5,True,False,0,5211337
1385.2,1,3,False,True,8,6945949
2423.4,1,7,False,False,0,9803572
1674.0,1,6,True,False,0,8125688
800.9,1,2,True,False,0,3791272
3049.1,2,8,False,False,0,23049305
1520.0,1,2,False,True,4,7338341
2375.1,2,7,False,False,0,19306649
1375.2,1,5,False,False,0,6165726
2539.6,1,7,False,True,9,12615541
1459.3,1,3,False,False,0,6361125
1671.7,1,8,False,False,0,8648867
1734.9,1,4,True,False,0,7677571
1942.7,1,5,False,False,0,9248095
1818.0,2,8,False,False,0,16446496
800,2,2,False,False,0,6787478
953.0,2,2,False,False,0,8387936
1557.8,1,5,False,False,0,6942475
1405.0,1,3,False,False,0,5830904
1058.2,1,4,True,False,0,5251902
2695.9,1,9,False,True,7,13544468
1854.5,2,7,False,False,0,15827907
1001.0,1,2,True,False,0,5081578
1645.6,2,4,False,True,7,15241217
1828.3,2,7,False,False,0,15627273
1689.7,1,5,True,False,0,8372697
2273.7,1,9,True,True,7,12521778
2095.8,1,4,True,False,0,9115604
2597.4,1,8,False,False,0,11223472
800,1,2,False,False,0,3657995
849.8,2,2,False,False,0,7107186
2639.7,2,6,True,True,5,22782475
2055.7,1,3,False,False,0,8599979
2078.8,1,7,False,False,0,9437903
1438.7,1,5,False,True,6,7142838
2069.5,1,3,False,False,0,8257858
1297.9,1,3,True,False,0,6103706
3058.7,2,9,True,True,7,24256098
1891.8,1,7,True,False,0,9204126
1309.5,1,2,False,True,9,6636971
2840.1,1,12,False,False,0,13036574
1930.2,1,7,False,False,0,9228374
1396.0,1,7,False,True,6,7515346
800,1,3,False,True,9,4585194
2699.3,1,8,True,False,0,12521646
2152.7,2,8,False,False,0,17953684
4251.6,1,15,True,False,0,19594623
2322.1,1,8,True,False,0,11906618
1186.4,1,2,False,False,0,4642856
1077.5,1,6,True,False,0,5375556
1317.8,2,3,True,False,0,11678520
1254.1,2,4,False,False,0,11562803
1110.6,2,4,False,False,0,9623970
1465.0,1,3,False,False,0,6476006
828.2,1,2,True,False,0,4226131
1151.4,1,5,False,False,0,5718095
2389.7,2,6,False,False,0,19602071
1661.9,2,7,True,False,0,14726835
5236.1,1,17,False,False,0,21507143
1747.2,1,5,True,False,0,8656700
1725.1,1,7,True,False,0,8264644
2333.5,2,5,False,True,10,18132231
3874.7,2,15,False,True,8,35369123
1816.0,2,10,False,False,0,15785342
1721.6,1,4,False,False,0,7077634
1655.9,3,2,False,False,0,21577923
1923.2,2,5,False,False,0,16266900
4213.2,1,14,False,False,0,15593210
1466.4,1,4,True,True,7,6984837
1173.8,1,4,True,False,0,5341876
1495.9,1,7,False,False,0,6836555
2873.6,1,9,False,False,0,11549473
1816.4,1,6,False,False,0,7519310
2423.6,3,7,True,False,0,31631071
1525.5,1,5,False,False,0,6788189
3264.2,1,8,True,False,0,14833397
1744.9,1,5,True,True,5,8765434
946.9,1,2,False,False,0,4415625
2059.7,2,6,False,False,0,16658047
2363.1,1,7,True,False,0,10718982
1928.3,1,4,False,False,0,8922340
2326.0,2,8,True,True,7,20640897
2302.0,2,8,False,False,0,18734452
1054.1,2,5,False,False,0,9442855
1332.5,1,2,False,False,0,5724063
3506.1,2,11,True,False,0,31231239
