city,location,price,bedrooms,baths,size
Lahore,Jubilee Town,20500000,6,6,5
Lahore,LDA Avenue,36500000,5,6,10
Lahore,Chah Miran,12000000,5,3,6
Lahore,Bahria Town - Umar Block,23000000,5,6,8
Lahore,Valencia Housing Society,120000000,6,6,40
Lahore,Bankers Avenue Cooperative Housing Society,22500000,3,4,5
Lahore,Bankers Avenue Cooperative Housing Society,32500000,4,5,10
Lahore,Askari 11,31000000,3,4,12
Lahore,DHA 9 Town - Block A,48500000,4,5,8
Lahore,Askari 11 - Sector D,28500000,3,4,10
Lahore,SJ Garden - Block A,11000000,3,4,5
Lahore,DHA Phase 7,85000000,5,6,20
Lahore,DHA 9 Town,25000000,3,4,5
Lahore,DHA Phase 5,79900000,5,6,20
Lahore,DHA Phase 6 - Block D,390000000,6,6,40
Lahore,Wapda Town Phase 1 - Block J2,33000000,7,6,10
Lahore,Johar Town Phase 2 - Block R1,17200000,3,4,3
Lahore,IEP Engineers Town - Block B1,28000000,5,6,10
Lahore,Paragon City - Orchard 1 Block,25500000,3,3,5
Lahore,Paragon City - Woods Block,24500000,3,4,5
Lahore,PCSIR Housing Scheme Phase 2,58500000,7,6,20
Lahore,Township,16000000,7,7,3
Lahore,Township,14000000,6,7,3
Lahore,Eden Lane Villas 2,5100000,0,0,3
Lahore,Wapda Town,44500000,5,6,10
Lahore,Low Cost - Block J,16500000,3,2,8
Lahore,Barki Road,48000000,5,6,80
Lahore,Judicial Colony,45000000,6,6,14
Lahore,DHA Phase 1 - Block E,62500000,5,6,20
Lahore,DHA Phase 6,199200000,6,6,40
Lahore,DHA Phase 5 - Block H,84500000,5,6,20
Lahore,DHA Phase 6 - Block H,418000000,6,6,40
Lahore,DHA Phase 6 - Block K,142000000,6,6,20
Lahore,DHA Phase 6,79100000,6,6,20
Lahore,DHA 9 Town,21500000,3,4,5
Lahore,Bahria Town - Block CC,22500000,3,4,5
Lahore,DHA Phase 4,38000000,4,5,10
Lahore,Askari 11,42200000,3,3,11.8
Lahore,DHA Phase 6,94500000,5,6,20
Lahore,Model Town,300000000,7,7,40
Lahore,Paragon City - Orchard 1 Block,26500000,3,3,5
Lahore,Valencia - Block P,37500000,5,6,10
Lahore,Lake City,49000000,5,6,10
Lahore,DHA Phase 4,65600000,5,6,15
Lahore,Wapda Town Phase 1 - Block K1,67000000,6,7,20
Lahore,PGECHS Phase 2,35000000,3,4,20
Lahore,Bahria Town - Sector D,19000000,3,3,5
Lahore,Military Accounts Housing Society,12500000,3,3,4
Lahore,Bahria Town - Sector D,12000000,2,2,4
Lahore,Dream Gardens,25000000,3,4,7.5
Lahore,Lahore Canal Bank Cooperative Housing Society,28000000,5,6,6.5
Lahore,Khayaban-e-Amin - Block L,30000000,4,4,10
Lahore,PASSCO Housing Society,57000000,6,6,20
Lahore,Upper Mall,55000000,5,6,10
Lahore,Model Town,60000000,3,5,20
Lahore,Gulberg,40000000,4,5,8.5
Lahore,Faisal Town,15000000,3,4,3
Lahore,DHA Phase 6 - Block H,125000000,5,6,20
Lahore,Model Town,165000000,7,7,20
Lahore,Samanabad,25000000,4,5,4
Lahore,Bedian Road,52500000,2,2,80
Lahore,DHA Phase 7,71500000,5,6,24
Lahore,DHA Phase 6,89000000,5,6,20
Lahore,DHA Phase 6,105000000,5,6,20
Lahore,Township,32500000,4,5,8
Lahore,Revenue Society - Block B,55000000,6,6,20
Lahore,Islamabad Colony,21000000,4,4,5.3
Lahore,Gulshan-e-Lahore,20000000,4,5,5
Lahore,Low Cost - Block C,17000000,3,5,5
Lahore,Al Rehman Garden Phase 2,22500000,5,6,6
Lahore,Rail Town (Canal City),47000000,5,5,12
Lahore,Rose Garden,25000000,5,5,8
Lahore,Rose Garden,22500000,3,4,5
Lahore,Etihad Town Phase 1,31000000,4,4,5
Lahore,River View Coop Housing Society,16500000,4,4,5
Lahore,Rose Garden,32500000,5,5,8
Lahore,Etihad Town Phase 1,30000000,4,4,5
Lahore,Lahore Canal Bank Society - Phase 1,41000000,3,4,16
Lahore,Garden Town,45000000,4,5,10
Lahore,DHA Phase 7 - Block P,63500000,5,6,20
Lahore,DHA Phase 7 - Block S,69900000,6,6,20
Lahore,DHA Phase 6 - Block L,215000000,6,7,20
Lahore,DHA Phase 7,59500000,5,6,20
Lahore,DHA Phase 9 Prism,25000000,3,4,5
Lahore,DHA Phase 7 - Block R,75000000,5,6,20
Lahore,DHA Phase 6 - Block G,115000000,5,6,20
Lahore,Garden Town,67500000,5,6,12
Lahore,Model Town - Block M,39000000,3,4,10
Lahore,Bahria Town - Sector E,6200000,1,1,2.2
Lahore,DHA Phase 7,62500000,5,6,20
Lahore,DHA Phase 8 - Ex Air Avenue,55000000,4,5,10
Lahore,DHA Phase 8 - Ex Air Avenue,91500000,6,6,20
Lahore,DHA 11 Rahbar,23000000,4,6,5
Lahore,Al-Kabir Town - Phase 2,3375000,0,1,1
Lahore,Al-Kabir Phase 2 - Block A,13500000,3,4,3
Lahore,Judicial Colony Phase 2 - Block B,45000000,6,6,14
Lahore,Khayaban-e-Amin,15000000,3,3,5
Lahore,Tajpura,4800000,2,2,2.6
Lahore,Canal Garden,17500000,5,6,5
Lahore,Canal Garden,15500000,4,5,5
Lahore,Township,28000000,6,6,10
Lahore,DHA Phase 1 - Block D,39000000,3,4,16
Lahore,Park View City,16000000,4,4,5
Lahore,Etihad Town,24500000,5,6,5
Lahore,Etihad Town,25000000,5,6,5
Lahore,Nasheman-e-Iqbal Phase 2,19000000,5,7,5
Lahore,DHA Phase 7,57500000,5,6,20
Lahore,Central Park Housing Scheme,21000000,4,5,5
Lahore,DHA Phase 6 - Block M,190000000,6,6,20
Lahore,DHA Phase 3,67000000,5,6,20
Lahore,DHA Phase 5,51500000,4,5,10
Lahore,DHA Phase 4,59500000,5,6,20
Lahore,DHA Phase 6,420000000,5,6,40
Lahore,Lake City,78000000,5,6,20
Lahore,Bahria Town - Sector C,32500000,5,6,10
Lahore,Valencia Housing Society,31000000,6,7,5
Lahore,Bahria Town - Sector D,29500000,3,4,5
Lahore,Bahria Town - Sector B,29500000,5,6,8
Lahore,Bahria Town - Sector C,49000000,5,6,10
Lahore,Bahria Town - Sector E,32500000,5,6,10
Lahore,T & T Aabpara Housing Society,15000000,3,4,4
Lahore,PGECHS Phase 2,38000000,6,6,10
Lahore,Military Accounts Society - Block A,17000000,3,4,4
Lahore,Royal Garden,15000000,4,5,5
Lahore,Township - Sector A1,120000000,4,4,40
Lahore,Khayaban-e-Amin - Block P,3000000,2,1,5
Lahore,Khayaban-e-Amin - Block N,8500000,2,1,5
Lahore,LDA Avenue - Block M,26000000,5,6,10
Lahore,DHA Phase 3,65000000,5,0,20
Lahore,BOR - Board of Revenue Housing Society,22000000,4,4,5
Lahore,Bahria Town - Sector C,29500000,5,6,10
Lahore,DHA Phase 7 - Block T,59000000,5,6,20
Lahore,DHA 9 Town,21000000,3,4,5
Lahore,Gulberg,145000000,5,5,24
Lahore,DHA 11 Rahbar Phase 2 - Block F,16500000,3,4,5
Lahore,DHA Phase 6,76500000,5,6,20
Lahore,DHA Phase 6,65500000,5,6,20
Lahore,DHA Phase 6 - Block H,80000000,5,6,20
Lahore,DHA Phase 6 - Block E,390000000,6,7,40
Lahore,Bahria Town - Jinnah Block,28500000,3,4,5
Lahore,Bahria Town - Sector D,43000000,5,6,10
Lahore,Park View City - Tulip Block,17500000,4,5,5
Lahore,Canal Garden - Block D,52500000,6,6,20
Lahore,DHA Phase 6,570000000,7,7,40
Lahore,Walton Road,16500000,3,4,5
Lahore,Jubilee Town - Block F,18000000,5,6,5
Lahore,Al Rehman Garden Phase 4,17500000,5,5,5
Lahore,Canal Fort II,15000000,4,4,5
Lahore,Sozo Town,4300000,2,1,3
Lahore,Model Town - Block N,3500000,3,2,3.6
Lahore,IEP Engineers Town,65000000,6,6,20
Lahore,DHA 11 Rahbar Phase 2,29000000,4,5,8
Lahore,DHA Phase 6,105000000,5,6,20
Lahore,DHA Phase 5,80000000,5,6,20
Lahore,DHA Phase 7,65000000,5,6,20
Lahore,DHA Phase 7,72500000,5,6,20
Lahore,DHA Phase 6,79800000,5,6,20
Lahore,DHA Phase 8,70000000,5,6,20
Lahore,DHA 9 Town,27000000,3,4,5
Lahore,DHA Phase 5,350000000,6,7,40
Lahore,DHA 9 Town,25000000,3,4,5
Lahore,DHA Phase 7,73000000,5,6,20
Lahore,DHA Phase 6,105000000,5,6,20
Lahore,DHA Phase 5,350000000,5,6,40
Lahore,DHA Phase 6,95000000,5,6,20
Lahore,Lawrence Road,24000000,3,4,3.5
Lahore,Johar Town Phase 2 - Block H2,17500000,4,4,3
Lahore,DHA Phase 4 - Block AA,44000000,3,4,10
Lahore,Bahria Town - Sector E,6000000,1,1,2.3
Lahore,Paragon City,20000000,3,4,4
Lahore,DHA Phase 6,105000000,5,6,20
Lahore,UET Housing Society,32000000,5,6,10
Lahore,Lake City - Sector M-2A,55000000,6,6,10
Lahore,Bahria Town - Tulip Block,49000000,5,5,10
Lahore,Bahria Town - Safari Villas,33000000,4,4,8
Lahore,Bahria Orchard,14500000,3,3,5
Lahore,Central Park - Block A,22500000,3,4,10
Lahore,Paragon City,40000000,4,5,9
Lahore,Bahria Town - Block AA,18000000,3,4,5
Lahore,Bahria Town - Talha Block,8500000,1,1,2.3
Lahore,DHA Phase 7 - Block R,100000000,6,7,20
Lahore,DHA Phase 6 - Block K,247500000,6,7,20
Lahore,DHA 9 Town,22500000,3,4,5
Lahore,DHA Phase 4 - Block HH,65000000,5,6,20
Lahore,DHA Phase 5,110000000,5,6,20
Lahore,Bahria Town - Sector A,5100000,0,1,1.8
Lahore,DHA Phase 6 - Block K,108000000,5,6,24
Lahore,Bahria Town - Jinnah Block,18500000,3,4,5
Lahore,DHA 9 Town,20000000,3,4,5
Lahore,DHA Phase 6 - Block B,76800000,5,6,20
Lahore,Al Rehman Garden Phase 2,10200000,3,4,3
Lahore,DHA Phase 4 - Block EE,41500000,4,5,10
Lahore,DHA Phase 3 - Block Z,45000000,3,4,10
Lahore,DHA Phase 5 - Block L,55000000,4,5,10
Lahore,New Lahore City - Phase 2,15200000,5,5,6
Lahore,Bahria Town - Shaheen Block,35000000,4,3,10
Lahore,Bahria Orchard,14500000,3,2,5
Lahore,Central Park Housing Scheme,24500000,5,6,10
Lahore,Punjab Coop Housing Society,41000000,5,6,10
Lahore,Khayaban-e-Amin - Block C,32500000,5,6,10
Lahore,New Muslim Town,165000000,0,0,44
Lahore,Jubilee Town - Block D,23000000,5,5,7
Lahore,Jubilee Town - Block E,16000000,5,5,5
Lahore,Bedian Road,103000000,3,3,180
Lahore,DHA Phase 7 - Block U,65000000,5,6,20
Lahore,DHA 9 Town,18900000,3,4,5
Lahore,DHA 9 Town,21500000,3,4,5
Lahore,Bahria Town - Tipu Sultan Block,30000000,5,6,10
Lahore,Bahria Town - Umar Block,29500000,5,6,9.3
Lahore,Bahria Town - Janiper Block,27000000,5,6,10
Lahore,Bahria Town - Iqbal Block,28000000,5,6,10
Lahore,DHA Phase 7,68000000,5,6,20
Lahore,DHA Phase 6,78500000,5,6,20
Lahore,DHA Phase 7 - Block Y,71800000,5,6,20
Lahore,DHA 9 Town,22000000,3,4,5
Lahore,Bahria Town - Jasmine Block,40900000,5,6,10
Lahore,DHA 9 Town - Block D,45000000,4,5,8
Lahore,DHA Phase 1,97500000,5,6,32
Lahore,DHA Phase 1,135000000,7,6,40
Lahore,DHA Phase 5,56000000,5,6,10
Lahore,DHA Phase 6,77100000,5,5,20
Lahore,Park View City,22000000,4,4,5
Lahore,Park View City,22000000,4,4,5
Lahore,Khayaban-e-Amin - Block M,25000000,4,5,10
Lahore,DHA Phase 3 - Block Z,60800000,5,5,20
Lahore,Bahria Town - Jasmine Block,52000000,5,6,20
Lahore,DHA Phase 7,37000000,4,5,10
Lahore,DHA Phase 7,41300000,4,5,10
Lahore,DHA Phase 5,77000000,5,6,10
Lahore,DHA Phase 6,159000000,5,6,20
Lahore,DHA Phase 6 - Block B,137500000,6,6,20
Lahore,DHA Phase 1,160000000,6,6,40
Lahore,DHA Phase 1,198000000,5,6,40
Lahore,DHA Phase 4,67000000,5,6,9
Lahore,DHA Phase 7,67500000,4,5,10
Lahore,Park View City - Jade Block,21000000,4,4,5
Lahore,DHA 11 Rahbar Phase 2 Extension - Block N,27500000,3,4,5
Lahore,Park View City,16500000,4,5,5
Lahore,DHA Phase 7,69500000,5,6,20
Lahore,DHA Phase 6,87500000,5,6,20
Lahore,DHA Phase 3,40000000,4,5,9
Lahore,DHA Phase 1,53000000,4,5,20
Lahore,DHA Phase 3,45000000,5,6,10
Lahore,DHA Phase 4,33000000,3,4,6
Lahore,DHA Phase 3,65000000,5,6,20
Lahore,DHA 9 Town - Block A,19500000,3,4,5
Lahore,DHA Phase 6,76300000,5,5,20
Lahore,DHA Phase 7,65800000,5,5,20
Lahore,DHA Phase 7,65000000,5,5,20
Lahore,DHA 9 Town,23500000,3,4,5
Lahore,DHA 9 Town,22000000,3,4,5
Lahore,DHA 9 Town,23500000,3,4,5
Lahore,DHA Phase 7,65500000,5,6,20
Lahore,Lake City - Sector M-2,85000000,5,6,20
Lahore,DHA Phase 6,85000000,6,6,20
Lahore,Bahria Town - Umar Block,34000000,3,5,8
Lahore,Bahria Town - Sector F,6500000,0,1,1.8
Lahore,Air Avenue - Block P,71500000,5,6,20
Lahore,DHA Phase 7,67500000,5,6,20
Lahore,DHA Phase 6,85000000,5,6,20
Lahore,Khuda Buksh Colony,13000000,3,3,3
Lahore,Bedian Road,12000000,1,1,80
Lahore,Bedian Road,120000000,2,3,160
Lahore,Bedian Road,56000000,2,2,160
Lahore,Barki Road,120000000,3,3,120
Lahore,Valencia Housing Society,22500000,3,3,5
Lahore,Bahria Town - Nishtar Extension Block,23000000,3,4,5
Lahore,Bahria Town - Sector C,19000000,3,4,5
Lahore,DHA Phase 8 - Ex Air Avenue,45000000,4,5,10
Lahore,DHA 9 Town,21300000,3,4,5
Lahore,DHA Phase 7,65500000,5,6,20
Lahore,DHA Phase 8,48000000,5,6,10
Lahore,DHA Phase 7,68000000,5,6,20
Lahore,DHA Phase 7,69000000,5,6,20
Lahore,DHA Phase 5,80000000,5,6,20
Lahore,DHA Phase 5,86000000,5,6,20
Lahore,DHA Phase 5,88000000,5,6,20
Lahore,DHA Phase 7 - Block T,71000000,5,6,20
Lahore,Barki Road,30000000,5,5,40
Lahore,Valencia Housing Society,145000000,8,7,40
Lahore,Bedian Road,65000000,2,2,80
Lahore,Airport Road,55000000,7,7,10
Lahore,Thethar,600000000,8,6,960
Lahore,DHA Phase 5,67000000,5,6,11
Lahore,Bankers Avenue - Block C,22200000,5,7,7
Lahore,DHA Phase 7,21000000,3,4,5
Lahore,Military Accounts Housing Society,15000000,3,4,4
Lahore,High Court Society - Phase 2,12000000,3,4,4
Lahore,Eden Boulevard Housing Scheme,21000000,4,5,5
Lahore,Bedian Road,64000000,2,1,160
Lahore,Faisal Town,45900000,4,4,10
Lahore,Sheraz Villas Phase 3,16000000,3,3,3
Lahore,DHA 9 Town - Block D,18500000,3,4,5
Lahore,New Lahore City,15000000,3,5,5
Lahore,Al-Kabir Town - Phase 2,9100000,3,4,3
Lahore,DHA 11 Rahbar Phase 1,40000000,4,5,10
Lahore,Punjab Small Industries Colony - Block E,29000000,3,3,14
Lahore,Al-Kabir Phase 2 - Block E,10700000,3,3,3
Lahore,DHA Phase 7 - Block R,73900000,5,6,20
Lahore,Bahria Town - Sector C,39000000,5,5,10
Lahore,DHA Phase 7,62500000,6,6,20
Lahore,DHA Phase 6,71700000,5,6,20
Lahore,Askari 11 - Sector B,30000000,3,3,10
Lahore,DHA Phase 7 - Block T,63500000,5,6,20
Lahore,LDA Avenue - Block J,32500000,6,6,10
Lahore,LDA Avenue,41000000,5,6,20
Lahore,Nasheman-e-Iqbal Phase 2,17800000,3,4,5
Lahore,UET Housing Society,32000000,5,6,10
Lahore,Nespak Scheme Phase 3,56500000,7,6,20
Lahore,IEP Engineers Town - Sector B,29500000,5,6,10
Lahore,NFC 1,41500000,5,6,10
Lahore,Khuda Buksh Colony,12800000,3,3,3
Lahore,Khuda Buksh Colony,12500000,3,3,3
Lahore,Airport Road,13000000,3,3,3
Lahore,Airport Road,12800000,3,3,3
Lahore,Awasia Housing Society,25000000,2,3,10
Lahore,Nasheman-e-Iqbal Phase 2,20000000,4,6,5
Lahore,Rehman Villas,42500000,3,4,16
Lahore,Nasheman Iqbal Phase 2 - Block A2,19500000,6,6,5
Lahore,Nespak Scheme Phase 3,58000000,8,6,20
Lahore,Bahria Town - Sector E,8500000,1,1,2.7
Lahore,DHA Phase 7,85000000,5,6,20
Lahore,DHA Phase 1,48500000,3,3,20
Lahore,DHA 9 Town,21500000,3,4,5
Lahore,Harbanspura,19000000,4,5,6
Lahore,Punjab University Society Phase 2,51500000,5,6,15
Lahore,LDA Avenue - Block J,26000000,3,2,10
Lahore,DHA 11 Rahbar,24500000,3,4,5
Lahore,Airport Road,12500000,3,3,3
Lahore,Askari 11 - Sector B,80000000,4,5,20
Lahore,Askari 11 - Sector B,80500000,4,5,20
Lahore,Askari 11 - Sector B,81000000,4,5,20
Lahore,Askari 11 - Sector B,81500000,4,5,20
Lahore,Askari 11 - Sector B,43500000,3,3,10
Lahore,Askari 11 - Sector B,43300000,3,3,10
Lahore,Askari 11 - Sector B,43000000,3,3,10
Lahore,Askari 11 - Sector B,42800000,3,3,10
Lahore,Askari 11 - Sector B,42500000,3,3,10
Lahore,Eden City,37500000,4,5,11
Lahore,Al-Kabir Phase 2 - Block C,12000000,4,4,3
Lahore,Nasheman-e-Iqbal Phase 2,18000000,6,6,5
Lahore,Valencia Housing Society,22500000,4,4,5
Lahore,Valencia Housing Society,22500000,4,4,5
Lahore,Eden Residencia,16500000,5,4,4
Lahore,Eden Boulevard - Block A,26500000,4,5,5
Lahore,Arabian City,6500000,2,2,5
Lahore,DHA Phase 1 - Block J,70000000,5,7,20
Lahore,Al-Qayyum Garden,4900000,3,4,3
Lahore,DHA Phase 4 - Block CC,70000000,5,7,20
Lahore,DHA Phase 8 - Ex Air Avenue,45000000,4,5,10
Lahore,Fazaia Housing Scheme,47000000,5,6,10
Lahore,Khayaban-e-Amin - Block C,44000000,5,6,20
Lahore,DHA Phase 6 - Block C,98500000,6,6,20
Lahore,Al-Kabir Phase 2 - Block A,10500000,3,4,3
Lahore,Al-Kabir Town - Phase 2,5265000,1,1,1.6
Lahore,Al-Kabir Phase 2 - Block E,16000000,3,4,5
Lahore,DHA Phase 5,100000000,5,6,20
Lahore,Park View City,15500000,4,5,5
Lahore,Park View City - Platinum Block,14200000,5,5,5
Lahore,Canal Gardens - Block AA,16500000,4,5,5
Lahore,Canal Garden - Block E,110000000,5,6,40
Lahore,DHA Phase 4,60000000,5,6,20
Lahore,DHA Phase 1,60000000,5,6,20
Lahore,DHA Phase 3,65000000,5,6,20
Lahore,DHA Phase 5,79500000,5,6,20
Lahore,Wapda Town Phase 1 - Block G4,22500000,4,4,5
Lahore,Nasheman-e-Iqbal Phase 2,35000000,6,6,10
Lahore,Halloki Gardens - Block A,28000000,4,5,8
Lahore,Nasheman-e-Iqbal Phase 2,32000000,6,6,10
Lahore,Nasheman-e-Iqbal Phase 2,19500000,6,7,5
Lahore,Khayaban-e-Amin - Block C,44000000,5,6,20
Lahore,DHA Phase 6 - Block C,98500000,6,6,20
Lahore,DHA 11 Rahbar,47500000,4,6,10
Lahore,Askari 11,19000000,2,2,7
Lahore,Arabian City,4750000,2,2,3
Lahore,Askari 11 - Sector A,41500000,3,4,10
Lahore,Bahria Town - Nargis Block,44000000,5,6,10
Lahore,Formanites Housing Scheme,37000000,4,5,10
Lahore,DHA Phase 6,490000000,8,6,40
Lahore,DHA Phase 8 - Ex Air Avenue,60500000,4,5,10
Lahore,DHA Phase 7,56000000,4,5,10
Lahore,Central Park - Block G,30000000,5,6,10
Lahore,Central Park - Block A1,17000000,3,4,5
Lahore,Central Park - Block B,28500000,5,6,20
Lahore,Central Park - Block A1,21000000,3,4,5
Lahore,Central Park - Block G,32500000,5,6,10
Lahore,Central Park - Block A,38500000,5,6,10
Lahore,Central Park - Block F,31500000,5,6,10
Lahore,Central Park - Block A,36500000,5,6,10
Lahore,Lake City,84900000,5,6,20
Lahore,Paragon City - Imperial 2 Block,24000000,3,4,5
Lahore,Low Cost - Block C,24000000,4,4,8
Lahore,Fazaia Housing Scheme Phase 1 - Block D,65000000,6,6,20
Lahore,Amanah Mall Service Apartments,12500000,1,1,1.6
Lahore,Bahria Town - Iqbal Block,34000000,5,6,10
Lahore,State Life Housing Society,39500000,4,5,10
Lahore,State Life Housing Society,57000000,5,6,20
Lahore,State Life Housing Society,39000000,4,5,10
Lahore,Askari 11 - Sector B Apartments,41000000,3,3,10
Lahore,Cavalry Extension,24000000,3,4,4
Lahore,Askari 11,30000000,4,4,12
Lahore,Askari 11 - Sector D,32000000,3,4,10
Lahore,New Lahore City,14000000,4,5,5
Lahore,DHA 11 Rahbar,20500000,3,4,5
Lahore,Canal Garden,54500000,7,6,20
Lahore,DHA Phase 1 - Block L,155000000,7,7,40
Lahore,DHA Phase 2 - Block R,200000000,5,6,40
Lahore,DHA 9 Town,18500000,3,4,5
Lahore,DHA 9 Town,25000000,3,4,5
Lahore,DHA Phase 8,84500000,5,6,20
Lahore,Canal Garden,56500000,6,6,20
Lahore,Canal Garden Phase 1,19000000,5,5,5
Lahore,DHA Phase 3,199000000,6,6,40
Lahore,DHA 9 Town,42000000,4,5,8
Lahore,DHA Phase 5,82500000,5,6,20
Lahore,Eden Boulevard Housing Scheme,25000000,5,6,5
Lahore,Wapda Town Phase 1,19000000,5,6,5
Lahore,New Lahore City,2550000,0,1,1.1
Lahore,Johar Town,45000000,5,6,10
Lahore,DHA Phase 7,76900000,5,6,20
Lahore,Tariq Gardens,43500000,5,6,10
Lahore,LDA Avenue,29900000,6,7,10
Lahore,AWT Phase 2,37000000,3,4,20
Lahore,Bahria Town - Johar Block,6000000,2,2,4.4
Lahore,DHA Phase 6,46500000,4,5,10
Lahore,Bahria Town - Rafi Block,45000000,5,6,10
Lahore,DHA Phase 3 - Block XX,125000000,5,6,20
Lahore,Bahria Orchard Phase 4 - Block G5,5800000,2,2,4
Lahore,DHA Phase 6,125000000,5,6,20
Lahore,DHA Phase 7,100000000,6,6,40
Lahore,Bahria Orchard,13500000,3,4,5
Lahore,Garden Town,150000000,9,7,40
Lahore,DHA Phase 6,119500000,5,6,40
Lahore,Bahria Town - Sector E,3880000,2,2,2.9
Lahore,DHA Phase 7,67500000,5,6,20
Lahore,DHA Phase 6,79900000,5,6,20
Lahore,DHA 9 Town,19000000,3,4,5
Lahore,Nespak Scheme Phase 3,7200000,2,2,4
Lahore,DHA Phase 6 - Block N,110000000,5,6,20
Lahore,Bahria Town - Talha Block,28500000,5,7,10
Lahore,Sunny Park,36500000,4,4,10
Lahore,Khayaban-e-Amin - Block L,19000000,3,4,5
Lahore,DHA Phase 7,125000000,5,6,20
Lahore,Central Park Housing Scheme,22500000,5,6,8
Lahore,Bahria Town - Sector C,35000000,5,6,10
Lahore,DHA Phase 3 - Block XX,125000000,5,6,20
Lahore,Bahria Orchard Phase 4 - Block G5,5800000,2,2,4
Lahore,DHA 11 Rahbar Phase 2 - Block P,21000000,3,4,5
Lahore,DHA Phase 7,63400000,5,6,20
Lahore,DHA Phase 1,57500000,5,6,20
Lahore,Al-Kabir Town - Downtown,15600000,3,3,5.6
Lahore,DHA Phase 8,120000000,3,4,40
Lahore,Wahdat Road,11500000,3,3,3
Lahore,DHA Phase 6 - Block M,550000000,6,6,40
Lahore,Park View City,16000000,3,4,5
Lahore,DHA Phase 6,24500000,3,4,5
Lahore,Paragon City,46000000,5,6,10
Lahore,Paragon City,40000000,5,6,10
Lahore,Paragon City,25000000,3,4,5
Lahore,Paragon City - Orchard 1 Block,43000000,4,6,10
Lahore,Paragon City - Grove Block,52500000,5,6,10
Lahore,Wapda Town Phase 1,85000000,5,6,20
Lahore,Model Town,270000000,8,6,60
Lahore,Architects Engineers Housing Society,62500000,7,0,20
Lahore,Johar Town Phase 2,105000000,5,6,20
Lahore,LDA Avenue,25500000,5,0,10
Lahore,Gulberg,200000000,8,7,40
Lahore,Jubilee Town - Block B,40000000,6,7,10
Lahore,Jubilee Town - Block B,34000000,6,7,10
Lahore,Eden Canal Villas,90000000,5,6,24
Lahore,Lahore Motorway City,6800000,2,3,5
Lahore,Jora Pull,9000000,3,3,3.5
Lahore,DHA Phase 5,75000000,6,7,20
Lahore,DHA Phase 4,69500000,5,6,20
Lahore,DHA Phase 6,69700000,5,6,20
Lahore,Al-Ahmad Garden Housing Scheme,16500000,5,5,5
Lahore,Canal Bank Housing Scheme,14000000,3,3,3
Lahore,Taj Bagh Scheme,25000000,4,5,5
Lahore,Valencia Housing Society,95000000,5,6,20
Lahore,Wapda Town,52500000,5,6,10
Lahore,DHA 9 Town,19900000,5,4,5
Lahore,Wapda Town Phase 1,41000000,6,6,14
Lahore,Johar Town Phase 2,68000000,7,6,12
Lahore,DHA 9 Town,21000000,3,4,5
Lahore,State Life Housing Society,38000000,4,5,10
Lahore,DHA Phase 8,187500000,5,6,40
Lahore,DHA Phase 6 - Block J,86500000,5,6,34
Lahore,DHA Phase 8,52500000,4,5,10
Lahore,DHA Phase 7,44500000,4,5,10
Lahore,DHA Phase 6,47500000,4,5,10
Lahore,Park View City - Tulip Extension Block,17000000,4,4,5
Lahore,Jubilee Town,19400000,6,6,5
Lahore,LDA Avenue,21000000,6,6,5
Lahore,PCSIR Housing Scheme Phase 2,36500000,4,4,10
Lahore,DHA Phase 4 - Block GG,41000000,5,6,11
Lahore,DHA Phase 6,24900000,3,4,5
Lahore,Al-Kabir Town - Downtown,5625000,1,1,2
Lahore,Ferozepur Road,6500000,2,2,5
Lahore,EME Society - Block A,80000000,5,5,20
Lahore,EME Society - Block E,65000000,5,5,20
Lahore,Askari 11 - Sector B Apartments,26500000,3,3,10
Lahore,Askari 11 - Sector B,43700000,4,5,10
Lahore,Askari 11 - Sector B Apartments,27500000,0,0,10
Lahore,DHA Phase 5,49500000,4,5,10
Lahore,DHA Phase 4,43000000,4,5,10
Lahore,PIA Housing Scheme,40000000,6,6,10
Lahore,Valencia Housing Society,105000000,6,6,20
Lahore,DHA Phase 7,69900000,5,6,20
Lahore,DHA Phase 6,77900000,5,6,20
Lahore,LDA Avenue,37000000,6,6,10
Lahore,Khayaban-e-Amin - Block L,17500000,3,4,5
Lahore,Lake City - Sector M7 - Block B,25500000,4,5,5
Lahore,LDA Avenue,35000000,6,6,10
Lahore,PCSIR Housing Scheme Phase 2,55000000,5,6,20
Lahore,Johar Town Phase 2,26000000,4,5,8
Lahore,Park View City - Crystal Block,17500000,4,4,5
Lahore,Park View City - Overseas Block,16500000,4,4,5
Lahore,Park View City,16000000,4,5,5
Lahore,Nishat Colony - Block J,16000000,4,4,5
Lahore,Eden Lane Villas 2,17500000,0,0,8
Lahore,Askari 11 - Sector B Apartments,26500000,3,3,10
Lahore,Askari 11 - Sector B,43700000,4,5,10
Lahore,Askari 11 - Sector B Apartments,27500000,0,0,10
Lahore,Askari 11 - Sector B Apartments,27000000,0,0,10
Lahore,Askari 11 - Sector D,34500000,3,4,10
Lahore,Bahria Town - Sector C,39500000,5,6,10
Lahore,Bahria Town - Sector C,39500000,5,6,10
Lahore,Punjab Govt Employees Society,39000000,4,5,20
Lahore,DHA Phase 7,110000000,5,6,20
Lahore,Valencia Housing Society,102500000,6,6,20
Lahore,Tariq Gardens,32500000,5,5,5
Lahore,NFC 1,90000000,6,6,20
Lahore,Faisal Town,67000000,7,7,10
Lahore,Wapda Town Phase 1,102500000,6,6,20
